player_id,player_name,first_name,last_name,shirt_number,position,age,team_name,rating,nationality,height,weight,competition,season,total_shots,shots_on_target,goals,assists,total_passes,key_passes,pass_accuracy,completed_tackles,blocks,interceptions,dribble_attempts,dribble_success,fouls_drawn,fouls_commited,yellow_cards,red_cards,penalty_won,penalty_commited,penalty_success,penalty_missed,appearences,minutes_played,match_starts,subbed_in,subbed_out,benched,total_duels,duels_won
644,L. Sané,Leroy,Sané,,Attacker,24,Manchester City,,Germany,183 cm,75 kg,Premier League,2019-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
